record_id,youtube_id,status,source_card_rel,problems_supported,contradictions_or_limits,candidate_chapters,disposition,rationale,reviewed_at
school-of-hard-knocks/entrepreneurship/095-V6I3R5Z-YZI,V6I3R5Z-YZI,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/096-pBjoezYFA0Y,pBjoezYFA0Y,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/097-3K43YBxUp0I,3K43YBxUp0I,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/098-ZHFNlM0xG4U,ZHFNlM0xG4U,duplicate-covered-by-canonical-record,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/dynamic_book/editorial/v3/source_cards/problem_04_ownership_and_control.md,skill-to-ownership;facility economics;property;professional duty;life priorities,"Duplicate playlist record of hard-knocks-interviews/100 and not independent corroboration.",10;14;22,retain-as-duplicate,"Count the canonical close read once.",2026-08-25
school-of-hard-knocks/entrepreneurship/099-BP548td2dds,BP548td2dds,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/100-yOSsd1Tpno4,yOSsd1Tpno4,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/101-jJxwJhdKb1s,jJxwJhdKb1s,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/102-7Cxfg0N_MUw,7Cxfg0N_MUw,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/103-H1Dt1Pz-B4g,H1Dt1Pz-B4g,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/104-FLgy1LvYTDI,FLgy1LvYTDI,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/104-S6YifkDH0HQ,S6YifkDH0HQ,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/105-8XbgyWSGcas,8XbgyWSGcas,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/105-bmQRL82f-5I,bmQRL82f-5I,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/106-5hsTRKG6n7Y,5hsTRKG6n7Y,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/106-oRqUthcMi6I,oRqUthcMi6I,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/107-7Puxlnn6Pb4,7Puxlnn6Pb4,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/107-lAOliWexJgo,lAOliWexJgo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/108-OFJodgaiKeM,OFJodgaiKeM,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/109-Xs5VEt3IWFk,Xs5VEt3IWFk,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/110-oEty--1-O3Q,oEty--1-O3Q,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/111-KdXTQsTPyE0,KdXTQsTPyE0,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/112-GA9oIN2IwdY,GA9oIN2IwdY,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/113-RJo95rA1gdw,RJo95rA1gdw,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/114-6rmD4eHAa_k,6rmD4eHAa_k,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/115-gSZIsJZlXPU,gSZIsJZlXPU,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/116-t53JzAN3uUM,t53JzAN3uUM,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/117-f9rQREvJ5Fo,f9rQREvJ5Fo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/118-gNx5dB_UH-I,gNx5dB_UH-I,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/119-LwW50WwwZTw,LwW50WwwZTw,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/120-oZyxlMtRsQo,oZyxlMtRsQo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/121-EAfIDu1N1QY,EAfIDu1N1QY,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/122-QqY_ml5DLzc,QqY_ml5DLzc,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/123-yNgV3R2xjyE,yNgV3R2xjyE,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/124-VOkuyQR4Udo,VOkuyQR4Udo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/125-jCbfgQGFfvg,jCbfgQGFfvg,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/126-KPKcfUlNAMI,KPKcfUlNAMI,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/127-AF945BL9xFI,AF945BL9xFI,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/128-1Wh-_7xDprg,1Wh-_7xDprg,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/129-pU2d_sZVaww,pU2d_sZVaww,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/130-cldjQSOMmNg,cldjQSOMmNg,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/131-ABAPpZ5vl8A,ABAPpZ5vl8A,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/132-KAgLCV--VMI,KAgLCV--VMI,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/133-KTcY1cXmcIk,KTcY1cXmcIk,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/134-49rEHJ3nMwY,49rEHJ3nMwY,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/145-C2lgZOIPp8c,C2lgZOIPp8c,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/145-e38FC689mXA,e38FC689mXA,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/146-1m7ERHu13sc,1m7ERHu13sc,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/146-ml6tMccO2xE,ml6tMccO2xE,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/147-3G79t-mcgJ8,3G79t-mcgJ8,duplicate-covered-by-canonical-record,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/dynamic_book/editorial/v3/source_cards/problem_02_customer_evidence.md,decision-maker discovery;pilot commitment;MVP,"Duplicate playlist record of hard-knocks-interviews/114; not independent corroboration.",5;6,retain-as-duplicate,"Count the canonical close read once.",2026-08-25
school-of-hard-knocks/entrepreneurship/147-__CY9eanfV4,__CY9eanfV4,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/148-w1bpdHouHpI,w1bpdHouHpI,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/150-Kq4nx8DLrpY,Kq4nx8DLrpY,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/151-MtvcqGNGev8,MtvcqGNGev8,duplicate-covered-by-canonical-record,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/dynamic_book/editorial/v3/source_cards/problem_02_customer_evidence.md,sales evidence;sunk cost;customer conversations,"Duplicate playlist record of hard-knocks-interviews/118; not independent corroboration.",5;6;8,retain-as-duplicate,"Count the canonical close read once.",2026-08-25
school-of-hard-knocks/entrepreneurship/152-3aG9DVb6vBs,3aG9DVb6vBs,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/153-1NvSd_heJxE,1NvSd_heJxE,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/153-Iw7huxwfHRM,Iw7huxwfHRM,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/154-JiF92PVjOZc,JiF92PVjOZc,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/154-RGt99we0cGA,RGt99we0cGA,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/155-_wo0ox2mSjc,_wo0ox2mSjc,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/156-N_KjHR6cKC8,N_KjHR6cKC8,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/158-6zKF1LZFn8Q,6zKF1LZFn8Q,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/159-uf0Or7n8_bU,uf0Or7n8_bU,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/160-O_pe_5L769E,O_pe_5L769E,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/161-MQv7Te8VmYI,MQv7Te8VmYI,duplicate-covered-by-canonical-record,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/dynamic_book/editorial/v3/source_cards/problem_03_growth_and_cash.md,expense multiplication;frugality;growth pacing;ownership,Duplicate playlist record of hard-knocks-interviews/132 and not independent corroboration.,11;12;15,retain-as-duplicate,Count the canonical close read once.,2026-08-25
school-of-hard-knocks/entrepreneurship/162-BT6YGOROV6c,BT6YGOROV6c,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/163-37qvYddjCBc,37qvYddjCBc,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/163-TpVlJpiV6U8,TpVlJpiV6U8,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/164-nsxlR1fi_tk,nsxlR1fi_tk,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/165-0ccWUHrUREo,0ccWUHrUREo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/166--JCDcoXil4U,-JCDcoXil4U,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/166-pTifbfUnsH8,pTifbfUnsH8,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/167-Y3brjwOs3gA,Y3brjwOs3gA,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/168-cttsP_8MjEo,cttsP_8MjEo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/168-mQenPbfmECk,mQenPbfmECk,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/169-lvAYo3DBBxU,lvAYo3DBBxU,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/170-AvKXrCCUEMI,AvKXrCCUEMI,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/170-MRIJjEbJS7s,MRIJjEbJS7s,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/171-81dWG1gor4I,81dWG1gor4I,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/171-VNtZfU84euk,VNtZfU84euk,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/172-Ize5BerUM74,Ize5BerUM74,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/172-vzDYSrzISzo,vzDYSrzISzo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/173-jR6g__ogNkc,jR6g__ogNkc,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/173-ypEYnZ8bTec,ypEYnZ8bTec,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/174-h85y36g5vP8,h85y36g5vP8,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/175-1SzDCdlUPCc,1SzDCdlUPCc,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/176-yQfItKAlNIM,yQfItKAlNIM,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/177-pBzmIEVpSiI,pBzmIEVpSiI,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/178-InwiIbuE3WQ,InwiIbuE3WQ,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/entrepreneurship/179-DkwsSB-B12Q,DkwsSB-B12Q,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/001-4uFVDpGTHPQ,4uFVDpGTHPQ,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/002-mRJN1l_w-Co,mRJN1l_w-Co,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/003-npnyOvchXZs,npnyOvchXZs,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/004-dK5bG5ZE3yI,dK5bG5ZE3yI,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/005-rrDdi0vZn00,rrDdi0vZn00,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/006-lU-bh2xPl4Y,lU-bh2xPl4Y,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/007-uwh4gWNgb1w,uwh4gWNgb1w,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/008-AUaEd3_JbP8,AUaEd3_JbP8,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/009-DmDeNuTUetE,DmDeNuTUetE,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/010-E_9nX5ReMcY,E_9nX5ReMcY,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/011-yUCRSAWh_ls,yUCRSAWh_ls,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/012-z810EM7Q5Mg,z810EM7Q5Mg,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/013-wOsnxJCy2p8,wOsnxJCy2p8,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/014-hJYkUMV8I_s,hJYkUMV8I_s,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/015-ZdUmqGB-XpA,ZdUmqGB-XpA,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/017-AATw4YRFSw8,AATw4YRFSw8,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/020-aGrMOowjMag,aGrMOowjMag,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/021-t8FXPpfkxQY,t8FXPpfkxQY,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/022-2Q2JgVDvHV0,2Q2JgVDvHV0,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/023-nOL-StM6QnU,nOL-StM6QnU,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/024-zN087p7dHN0,zN087p7dHN0,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/025-7i0D5OMZzw0,7i0D5OMZzw0,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/026-vMcZyzTNoIc,vMcZyzTNoIc,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/027-lXitjVjEhEs,lXitjVjEhEs,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/028-cTs9SgRk4SI,cTs9SgRk4SI,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/029-n5EmUiLNVjg,n5EmUiLNVjg,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/030-iRgdOE8Fags,iRgdOE8Fags,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/031-gBBlX7v0910,gBBlX7v0910,focused-close-read,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/dynamic_book/editorial/v3/source_cards/problem_04_ownership_and_control.md,creator rights;master ownership;recoupment;debt;vertical integration;control,"A master is not every right in a song the monetary claims are reported and a debt-free mature manufacturer is not a universal capital template.",12;14,integrate-rights-and-control-cases,"Use Russ to name the actual rights and the beverage founder as a control-and-pacing counterexample while preserving attributed terms and limits.",2026-08-25
school-of-hard-knocks/hard-knocks-interviews/032-TllMBc9YvKk,TllMBc9YvKk,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/033-9QTBl0R_cs8,9QTBl0R_cs8,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/034-EF6-Ed2H2cE,EF6-Ed2H2cE,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/035-7Yx6-8nMbkc,7Yx6-8nMbkc,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/036-9iWLPlPFdBY,9iWLPlPFdBY,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/037-eEg5ZjFxMmU,eEg5ZjFxMmU,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/038-uUwf3HM_bBg,uUwf3HM_bBg,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/039-4fOaAGCuuJU,4fOaAGCuuJU,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/040-q8u9vs2xjg4,q8u9vs2xjg4,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/041-gotxAQD0YkE,gotxAQD0YkE,focused-close-read,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/dynamic_book/editorial/v3/source_cards/problem_03_growth_and_cash.md,staged growth;retained profit;capacity;control,Organic pacing is one route and can be too slow or capital-limited in other markets.,11;12,integrate-pacing-counterclaim,Use the one-truck and five-ten-fifteen sequence as a counterweight to growth as an end in itself.,2026-08-25
school-of-hard-knocks/hard-knocks-interviews/042-9YldQVM4u-I,9YldQVM4u-I,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/043-uMXIsDecZ3s,uMXIsDecZ3s,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/044-DwrRvp_qsRk,DwrRvp_qsRk,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/045-8wU_31Wamcw,8wU_31Wamcw,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/046-GCXhTFKVHkg,GCXhTFKVHkg,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/047-bfIJxp9ckKU,bfIJxp9ckKU,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/048-nswPe9PAgjo,nswPe9PAgjo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/049-_sAyC_CLqzg,_sAyC_CLqzg,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/050-gZ0RTpQZf8A,gZ0RTpQZf8A,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/051-5E-lydM23gU,5E-lydM23gU,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/052-vUumRjZX0n8,vUumRjZX0n8,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/053-QJP9OXmI5_4,QJP9OXmI5_4,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/054-Latp0XujNXk,Latp0XujNXk,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/055-bPPc2coTClU,bPPc2coTClU,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/056-22CjsRG0sTc,22CjsRG0sTc,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/057-0I0EPRu3DJ0,0I0EPRu3DJ0,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/058-qQIKf7YQBbA,qQIKf7YQBbA,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/059-ZX_BJKKyDXo,ZX_BJKKyDXo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/060-JKkwS6FT7wY,JKkwS6FT7wY,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/061-JMIE80d0Aoo,JMIE80d0Aoo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/062-G_GZbtj0uP8,G_GZbtj0uP8,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/063-HEgFl6N2u4M,HEgFl6N2u4M,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/064-oDJEZ-n9TCM,oDJEZ-n9TCM,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/065-D0utmFm1l0o,D0utmFm1l0o,focused-close-read,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/dynamic_book/editorial/v3/source_cards/problem_03_growth_and_cash.md,purchase order;capacity;working capital;retailer concentration,The one-hundred-rack example is rough testimony and a purchase order does not guarantee acceptance margin or collection.,11;12,integrate-capacity-warning,Keep the gift-and-curse contrast to show why paid demand still requires financed delivery capacity.,2026-08-25
school-of-hard-knocks/hard-knocks-interviews/066-PWVoNu4ytEA,PWVoNu4ytEA,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/067-IUIG4YG0T-Q,IUIG4YG0T-Q,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/068-d4Yuq3iP5eI,d4Yuq3iP5eI,focused-close-read,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/dynamic_book/editorial/v3/source_cards/problem_03_growth_and_cash.md,working capital;factoring;retained earnings;bankability,The contract and financing figures are reported estimates and factoring cost depends on duration recourse reserve disputes and fees.,12,integrate-narrative-spine,Retain the contract that creates both demand and insolvency risk and explain the timing gap without normalizing its financing terms.,2026-08-25
school-of-hard-knocks/hard-knocks-interviews/069-O5R1z_gPCSo,O5R1z_gPCSo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/070-OtWKuR2hU68,OtWKuR2hU68,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/071-JsEUa3mMGe0,JsEUa3mMGe0,focused-close-read,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/dynamic_book/editorial/v3/source_cards/problem_04_ownership_and_control.md,growth capital;equity;investor control;focus;survival boundary,"Equity can fit one cash cycle and still transfer control while the categorical rejection of a Plan B is unsafe and unsupported.",12;14;21,integrate-capital-control-contradiction,"Pair the need for growth capital with the warning about a dominant investor and explicitly retain a survival boundary.",2026-08-25
school-of-hard-knocks/hard-knocks-interviews/072-9aBfrKtWJc8,9aBfrKtWJc8,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/073-PN9Z4QH8X2w,PN9Z4QH8X2w,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/074-6lmwLam3f4k,6lmwLam3f4k,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/075-90A-xjDipk4,90A-xjDipk4,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/076-sExOe8q1QBc,sExOe8q1QBc,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/077-n7FLA5IZkWA,n7FLA5IZkWA,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/078-9FZ7chhIfUM,9FZ7chhIfUM,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/079-2tRPK9s4p5k,2tRPK9s4p5k,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/080-PFvRtVvP-Bo,PFvRtVvP-Bo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/081-n3_QuKa208w,n3_QuKa208w,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/082-6WweLDK6oiY,6WweLDK6oiY,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/083-ZFkKWGnm1PA,ZFkKWGnm1PA,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/084-ts5-LCzCUuE,ts5-LCzCUuE,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/085-hRFCQAIa0gA,hRFCQAIa0gA,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/087-eSkosEaDnDw,eSkosEaDnDw,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/088-exeXKslPiDI,exeXKslPiDI,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/089-BaxpJArMn9Y,BaxpJArMn9Y,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/090-prPvzJwgHqg,prPvzJwgHqg,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/091-nReWQdfRSC8,nReWQdfRSC8,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/092-kJ7HiO27n1g,kJ7HiO27n1g,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/093-_5yi6XW4Av8,_5yi6XW4Av8,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/094-YU_58awAISY,YU_58awAISY,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/095-xe3GmH-mBQI,xe3GmH-mBQI,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/096-V6I3R5Z-YZI,V6I3R5Z-YZI,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/097-G2kqG3kDdGo,G2kqG3kDdGo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/098-pBjoezYFA0Y,pBjoezYFA0Y,inventory-verified,,,,,pending-substantive-read,,
