source_id,title,youtube_id,transcript_rel,subtitle_rel,chapter_rel,video_rel,video_exists,transcript_words,transcript_sha256,last_timestamp,analysis_exists,narrative_map_exists,visual_notes_exists,figure_notes_exists,memory_fragment_exists,existing_book_mentions
41,Asking Palm Beach Billionaires How They Got So RICH!,gotxAQD0YkE,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/041 - Asking Palm Beach Billionaires How They Got So RICH! [gotxAQD0YkE].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/041 - Asking Palm Beach Billionaires How They Got So RICH! [gotxAQD0YkE].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_41,lazyearn/school-of-hard-knocks/hard-knocks-interviews/041 - Asking Palm Beach Billionaires How They Got So RICH! [gotxAQD0YkE].webm,yes,6304,05e438fd6f412a318398a2e3ed68da61f9934e25b104085868c0cc2a1808401f,"00:22:52,180",yes,yes,yes,yes,yes,15
42,How I Turned –$20 Million Into $3.3 Billion,9YldQVM4u-I,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/042 - How I Turned –$20 Million Into $3.3 Billion [9YldQVM4u-I].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/042 - How I Turned –$20 Million Into $3.3 Billion [9YldQVM4u-I].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_42,lazyearn/school-of-hard-knocks/hard-knocks-interviews/042 - How I Turned –$20 Million Into $3.3 Billion [9YldQVM4u-I].webm,yes,5085,ffe9aa5937d201488f4640fdc34bccc600b38c4194b7b61ba61e6a859ff875fa,"00:21:34,620",yes,yes,yes,yes,yes,13
43,Asking Texan Billionaires How They Got Rich!,uMXIsDecZ3s,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/043 - Asking Texan Billionaires How They Got Rich! [uMXIsDecZ3s].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/043 - Asking Texan Billionaires How They Got Rich! [uMXIsDecZ3s].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_43,lazyearn/school-of-hard-knocks/hard-knocks-interviews/043 - Asking Texan Billionaires How They Got Rich! [uMXIsDecZ3s].webm,yes,5497,ff446ae243a7a04babd0c1fb4ca02be71bc15656e1f2cd0e69a378aaf03a3a8c,"00:20:36,940",yes,yes,yes,yes,no,0
44,He Made $500 Million Playing Real Life Monopoly,DwrRvp_qsRk,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/044 - He Made $500 Million Playing Real Life Monopoly [DwrRvp_qsRk].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/044 - He Made $500 Million Playing Real Life Monopoly [DwrRvp_qsRk].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_44,lazyearn/school-of-hard-knocks/hard-knocks-interviews/044 - He Made $500 Million Playing Real Life Monopoly [DwrRvp_qsRk].webm,yes,3382,37998725378894e0def01c09224a2530d9eb7ad1ffa72fac85192a4c2da95ade,"00:13:12,940",yes,yes,yes,yes,yes,16
45,I Asked Miami’s Millionaire Elite How They Got Rich,8wU_31Wamcw,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/045 - I Asked Miami’s Millionaire Elite How They Got Rich [8wU_31Wamcw].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/045 - I Asked Miami’s Millionaire Elite How They Got Rich [8wU_31Wamcw].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_45,lazyearn/school-of-hard-knocks/hard-knocks-interviews/045 - I Asked Miami’s Millionaire Elite How They Got Rich [8wU_31Wamcw].webm,yes,4006,c93755b6020a1ed3b272b400eba797bdacc837d569d04f48bf1cdc9789365b54,"00:15:23,180",yes,yes,yes,yes,yes,0
46,I Was Broke.. Found God.. Now I Make $15M⧸Year,GCXhTFKVHkg,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/046 - I Was Broke.. Found God.. Now I Make $15M⧸Year [GCXhTFKVHkg].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/046 - I Was Broke.. Found God.. Now I Make $15M⧸Year [GCXhTFKVHkg].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_46,lazyearn/school-of-hard-knocks/hard-knocks-interviews/046 - I Was Broke.. Found God.. Now I Make $15M⧸Year [GCXhTFKVHkg].webm,yes,4983,d6db265b2229fe1dcfe2a71ccef3ceaa0b571e912c37aa9e38a073c3eca2d1ac,"00:18:39,220",yes,yes,yes,yes,no,0
47,Asking Wall Street Millionaires How To Make $1 Million,bfIJxp9ckKU,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/047 - Asking Wall Street Millionaires How To Make $1 Million [bfIJxp9ckKU].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/047 - Asking Wall Street Millionaires How To Make $1 Million [bfIJxp9ckKU].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_47,lazyearn/school-of-hard-knocks/hard-knocks-interviews/047 - Asking Wall Street Millionaires How To Make $1 Million [bfIJxp9ckKU].webm,yes,4347,70d04d5c686bcd18eabd57c517e62edd3f199d1b1289f502ad8ba9c154c0c5da,"00:17:03,980",yes,yes,yes,yes,yes,10
48,"She Turned $1,000 Into a $66M Empire at 76 Years Old!",nswPe9PAgjo,"markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/048 - She Turned $1,000 Into a $66M Empire at 76 Years Old! [nswPe9PAgjo].md","subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/048 - She Turned $1,000 Into a $66M Empire at 76 Years Old! [nswPe9PAgjo].srt",generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_48,"lazyearn/school-of-hard-knocks/hard-knocks-interviews/048 - She Turned $1,000 Into a $66M Empire at 76 Years Old! [nswPe9PAgjo].webm",yes,4710,4bfa66029cd0b185ec92fe445c350bd53cf535727f4782f9a1c1a295d1924152,"00:17:33,292",yes,yes,yes,yes,yes,4
49,Asking Bugatti Owners How They Got RICH!,_sAyC_CLqzg,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/049 - Asking Bugatti Owners How They Got RICH! [_sAyC_CLqzg].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/049 - Asking Bugatti Owners How They Got RICH! [_sAyC_CLqzg].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_49,lazyearn/school-of-hard-knocks/hard-knocks-interviews/049 - Asking Bugatti Owners How They Got RICH! [_sAyC_CLqzg].webm,yes,4980,1fa18da130de43a3502828a14d2209fadd3f11395e161d9a911f6a7177929c72,"00:20:15,379",yes,yes,yes,yes,yes,10
50,Asking Dubai Supercar Owners How They Got RICH!,gZ0RTpQZf8A,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/050 - Asking Dubai Supercar Owners How They Got RICH! [gZ0RTpQZf8A].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/050 - Asking Dubai Supercar Owners How They Got RICH! [gZ0RTpQZf8A].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_50,lazyearn/school-of-hard-knocks/hard-knocks-interviews/050 - Asking Dubai Supercar Owners How They Got RICH! [gZ0RTpQZf8A].webm,yes,3758,d3a300519e7bd9c7175a386b9a714e3268b91276e8ddb6cd7bcb0a94dabbdf9e,"00:16:06,620",yes,yes,yes,yes,yes,2
51,Asking Women Billionaires How They Got Rich!,5E-lydM23gU,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/051 - Asking Women Billionaires How They Got Rich! [5E-lydM23gU].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/051 - Asking Women Billionaires How They Got Rich! [5E-lydM23gU].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_51,lazyearn/school-of-hard-knocks/hard-knocks-interviews/051 - Asking Women Billionaires How They Got Rich! [5E-lydM23gU].webm,yes,3828,00eacb1c0c366b6d343ce23edc1bbf8c4870d1d1c8c31ced6dfa9aff086c1cc8,"00:14:55,780",yes,yes,yes,yes,yes,10
52,Asking Dubai Moguls How They Got Rich!,vUumRjZX0n8,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/052 - Asking Dubai Moguls How They Got Rich! [vUumRjZX0n8].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/052 - Asking Dubai Moguls How They Got Rich! [vUumRjZX0n8].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_52,lazyearn/school-of-hard-knocks/hard-knocks-interviews/052 - Asking Dubai Moguls How They Got Rich! [vUumRjZX0n8].webm,yes,5000,32d1af5161028ddfe0bc8d0cab52a29fa4edd1ab495a241137a29785eeb2ab51,"00:19:34,840",yes,yes,yes,yes,yes,10
53,I Was on Food Stamps... Now I Make $100M⧸Year,QJP9OXmI5_4,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/053 - I Was on Food Stamps... Now I Make $100M⧸Year [QJP9OXmI5_4].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/053 - I Was on Food Stamps... Now I Make $100M⧸Year [QJP9OXmI5_4].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_53,lazyearn/school-of-hard-knocks/hard-knocks-interviews/053 - I Was on Food Stamps... Now I Make $100M⧸Year [QJP9OXmI5_4].webm,yes,3516,fc96233873104513b7abac3e3fa526d1d191cc18bb5062d9c65a00e6f99b695b,"00:14:09,500",yes,yes,yes,yes,yes,8
54,Asking Dubai Billionaires How They Got RICH!,Latp0XujNXk,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/054 - Asking Dubai Billionaires How They Got RICH! [Latp0XujNXk].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/054 - Asking Dubai Billionaires How They Got RICH! [Latp0XujNXk].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_54,lazyearn/school-of-hard-knocks/hard-knocks-interviews/054 - Asking Dubai Billionaires How They Got RICH! [Latp0XujNXk].webm,yes,4102,e5d796ece12bf05bc06e106f97f2eaf322811ee3dd20b3f5a06ac9f34df27f92,"00:16:25,380",yes,yes,yes,yes,yes,9
55,Meet The Kid Who Interviews Billionaires For a Living,bPPc2coTClU,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/055 - Meet The Kid Who Interviews Billionaires For a Living [bPPc2coTClU].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/055 - Meet The Kid Who Interviews Billionaires For a Living [bPPc2coTClU].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_55,lazyearn/school-of-hard-knocks/hard-knocks-interviews/055 - Meet The Kid Who Interviews Billionaires For a Living [bPPc2coTClU].webm,yes,5632,d1d3fb37a3498677a274cbcc6457cf809a05852ffb29a30db406769612c93406,"00:23:46,920",yes,yes,yes,yes,yes,10
56,He Made $7M⧸Year And Paid Zero Taxes!,22CjsRG0sTc,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/056 - He Made $7M⧸Year And Paid Zero Taxes! [22CjsRG0sTc].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/056 - He Made $7M⧸Year And Paid Zero Taxes! [22CjsRG0sTc].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_56,lazyearn/school-of-hard-knocks/hard-knocks-interviews/056 - He Made $7M⧸Year And Paid Zero Taxes! [22CjsRG0sTc].webm,yes,4609,aaffef3839d32c0b58072bb3f8e44e2c88fd350120fe57aef593237d705230f6,"00:18:10,080",yes,yes,yes,yes,yes,8
57,Young Entrepreneur Interviews SHAQ,0I0EPRu3DJ0,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/057 - Young Entrepreneur Interviews SHAQ [0I0EPRu3DJ0].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/057 - Young Entrepreneur Interviews SHAQ [0I0EPRu3DJ0].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_57,lazyearn/school-of-hard-knocks/hard-knocks-interviews/057 - Young Entrepreneur Interviews SHAQ [0I0EPRu3DJ0].webm,yes,2562,e283237cdfeaf8af3fd9f82e9f9836b983e89e65c47a6f66d9326590c77c7318,"00:10:02,260",yes,yes,yes,yes,yes,4
58,Asking Billionaires How They Got Rich! (Beverly Hills),qQIKf7YQBbA,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/058 - Asking Billionaires How They Got Rich! (Beverly Hills) [qQIKf7YQBbA].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/058 - Asking Billionaires How They Got Rich! (Beverly Hills) [qQIKf7YQBbA].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_58,lazyearn/school-of-hard-knocks/hard-knocks-interviews/058 - Asking Billionaires How They Got Rich! (Beverly Hills) [qQIKf7YQBbA].webm,yes,4168,e599f38e1f87695b8bfacd86727fd7ab8b9a52d8156572f1996474e5d5208faa,"00:16:34,060",yes,yes,yes,yes,yes,8
59,Young Entrepreneur Interviews Patrick Bet-David,ZX_BJKKyDXo,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/059 - Young Entrepreneur Interviews Patrick Bet-David [ZX_BJKKyDXo].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/059 - Young Entrepreneur Interviews Patrick Bet-David [ZX_BJKKyDXo].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_59,lazyearn/school-of-hard-knocks/hard-knocks-interviews/059 - Young Entrepreneur Interviews Patrick Bet-David [ZX_BJKKyDXo].webm,yes,3398,10a55b53c7185a34d187c5654ac1a6574b8444bd22abf10d10b75149c3d90a16,"00:14:06,413",yes,yes,yes,yes,yes,9
60,Asking Billionaires How They Got Rich! (New York),JKkwS6FT7wY,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/060 - Asking Billionaires How They Got Rich! (New York) [JKkwS6FT7wY].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/060 - Asking Billionaires How They Got Rich! (New York) [JKkwS6FT7wY].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_60,lazyearn/school-of-hard-knocks/hard-knocks-interviews/060 - Asking Billionaires How They Got Rich! (New York) [JKkwS6FT7wY].webm,yes,3316,10fae13f1293fc9e843a7bc00dd19511a1e84d6511e11d0c495b757913ea1749,"00:14:56,780",yes,yes,yes,yes,yes,12
61,Asking Millionaires Who They're Voting For President,JMIE80d0Aoo,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/061 - Asking Millionaires Who They're Voting For President [JMIE80d0Aoo].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/061 - Asking Millionaires Who They're Voting For President [JMIE80d0Aoo].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_61,lazyearn/school-of-hard-knocks/hard-knocks-interviews/061 - Asking Millionaires Who They're Voting For President [JMIE80d0Aoo].webm,yes,3573,32abb9da349ed0d8dc11faa18e3f1c4d9c92cf132c66e805807bfb59211e0e85,"00:15:17,340",yes,yes,yes,yes,yes,8
62,Asking San Francisco Millionaires How They Got Rich!,G_GZbtj0uP8,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/062 - Asking San Francisco Millionaires How They Got Rich! [G_GZbtj0uP8].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/062 - Asking San Francisco Millionaires How They Got Rich! [G_GZbtj0uP8].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_62,lazyearn/school-of-hard-knocks/hard-knocks-interviews/062 - Asking San Francisco Millionaires How They Got Rich! [G_GZbtj0uP8].webm,yes,3217,cd8a7059b16c5aa05bfc7fda8834462503381b4a76e289fe55f4b26d56b240d0,"00:13:32,750",yes,yes,yes,yes,yes,12
63,Asking Houston Moguls How They Got Rich!,HEgFl6N2u4M,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/063 - Asking Houston Moguls How They Got Rich! [HEgFl6N2u4M].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/063 - Asking Houston Moguls How They Got Rich! [HEgFl6N2u4M].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_63,lazyearn/school-of-hard-knocks/hard-knocks-interviews/063 - Asking Houston Moguls How They Got Rich! [HEgFl6N2u4M].webm,yes,2577,a3c6753984e5720f0d2698780880fc14a2eab8979dd753238bdbdbfb39f024ee,"00:10:39,854",yes,yes,yes,yes,yes,11
64,Asking Wealthy Americans How They Got Rich! (Florida),oDJEZ-n9TCM,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/064 - Asking Wealthy Americans How They Got Rich! (Florida) [oDJEZ-n9TCM].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/064 - Asking Wealthy Americans How They Got Rich! (Florida) [oDJEZ-n9TCM].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_64,lazyearn/school-of-hard-knocks/hard-knocks-interviews/064 - Asking Wealthy Americans How They Got Rich! (Florida) [oDJEZ-n9TCM].webm,yes,3335,8711169411c9918d91523fd298dee56c5324b3fea8d58ba1b74bf5ac86242a56,"00:12:40,340",yes,yes,yes,yes,yes,11
65,Asking Las Vegas Millionaires How They Got Rich!,D0utmFm1l0o,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/065 - Asking Las Vegas Millionaires How They Got Rich! [D0utmFm1l0o].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/065 - Asking Las Vegas Millionaires How They Got Rich! [D0utmFm1l0o].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_65,lazyearn/school-of-hard-knocks/hard-knocks-interviews/065 - Asking Las Vegas Millionaires How They Got Rich! [D0utmFm1l0o].webm,yes,3059,e6c0e261ed16d3069783b9ab0531bfc77ca5331657e0cad262985a218d7a525e,"00:12:54,211",yes,yes,yes,yes,yes,0
66,Asking Miami Moguls How They Got Rich!,PWVoNu4ytEA,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/066 - Asking Miami Moguls How They Got Rich! [PWVoNu4ytEA].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/066 - Asking Miami Moguls How They Got Rich! [PWVoNu4ytEA].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_66,lazyearn/school-of-hard-knocks/hard-knocks-interviews/066 - Asking Miami Moguls How They Got Rich! [PWVoNu4ytEA].webm,yes,4820,f98b1d46eedce1a6c8feff16c75282b5c55e74d2e7bc8694f9d634307ed190a8,"00:19:25,100",yes,yes,yes,yes,yes,8
67,Asking Billionaires How They Got Rich! (Houston),IUIG4YG0T-Q,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/067 - Asking Billionaires How They Got Rich! (Houston) [IUIG4YG0T-Q].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/067 - Asking Billionaires How They Got Rich! (Houston) [IUIG4YG0T-Q].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_67,lazyearn/school-of-hard-knocks/hard-knocks-interviews/067 - Asking Billionaires How They Got Rich! (Houston) [IUIG4YG0T-Q].webm,yes,3382,1ea7af9acd6f6fda9efbc81cb61bb71283e088e1a8502b4aea64ef8f53e072e9,"00:13:43,298",yes,yes,yes,yes,yes,6
68,I Had to Beg Borrow & Steal.. Now I Make $300 Million,d4Yuq3iP5eI,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/068 - I Had to Beg Borrow & Steal.. Now I Make $300 Million [d4Yuq3iP5eI].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/068 - I Had to Beg Borrow & Steal.. Now I Make $300 Million [d4Yuq3iP5eI].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_68,lazyearn/school-of-hard-knocks/hard-knocks-interviews/068 - I Had to Beg Borrow & Steal.. Now I Make $300 Million [d4Yuq3iP5eI].webm,yes,5352,c041c4dd5463e216433746fb91e8f6d8a934fbd3c4d1c0899b3ce8d083075b36,"00:22:21,420",yes,yes,yes,yes,yes,11
69,Asking Wealthy Americans How They Got Rich! (Scottsdale),O5R1z_gPCSo,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/069 - Asking Wealthy Americans How They Got Rich! (Scottsdale) [O5R1z_gPCSo].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/069 - Asking Wealthy Americans How They Got Rich! (Scottsdale) [O5R1z_gPCSo].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_69,lazyearn/school-of-hard-knocks/hard-knocks-interviews/069 - Asking Wealthy Americans How They Got Rich! (Scottsdale) [O5R1z_gPCSo].webm,yes,3626,c23479e88d689b642bbaf6f8296bb6450390cd10ad1e2efca411a0e8e62aa4ab,"00:14:48,020",yes,yes,yes,yes,yes,14
70,I Asked Wall Street Millionaires How They Got RICH!,OtWKuR2hU68,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/070 - I Asked Wall Street Millionaires How They Got RICH! [OtWKuR2hU68].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/070 - I Asked Wall Street Millionaires How They Got RICH! [OtWKuR2hU68].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_70,lazyearn/school-of-hard-knocks/hard-knocks-interviews/070 - I Asked Wall Street Millionaires How They Got RICH! [OtWKuR2hU68].webm,yes,3732,bc912e8def396cab3ca15c9f0da4772db5d51bb3b0ceef44ef5b033e65364553,"00:14:30,200",yes,yes,yes,yes,yes,11
71,Asking Millionaires How They Got RICH! (Dallas),JsEUa3mMGe0,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/071 - Asking Millionaires How They Got RICH! (Dallas) [JsEUa3mMGe0].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/071 - Asking Millionaires How They Got RICH! (Dallas) [JsEUa3mMGe0].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_71,lazyearn/school-of-hard-knocks/hard-knocks-interviews/071 - Asking Millionaires How They Got RICH! (Dallas) [JsEUa3mMGe0].webm,yes,3577,4c572286a838e0b06115c37d1753907cdeebbfee3222b69b898b911fac012647,"00:13:17,980",yes,yes,yes,yes,yes,7
72,I Was Bankrupt… Now I’ve Made $3 Billion,9aBfrKtWJc8,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/072 - I Was Bankrupt… Now I’ve Made $3 Billion [9aBfrKtWJc8].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/072 - I Was Bankrupt… Now I’ve Made $3 Billion [9aBfrKtWJc8].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_72,lazyearn/school-of-hard-knocks/hard-knocks-interviews/072 - I Was Bankrupt… Now I’ve Made $3 Billion [9aBfrKtWJc8].webm,yes,15907,1287c301be6511ee36a42b0d48091c46bb093ef1b9f8518660159803c5abb9ad,"01:04:10,080",yes,yes,yes,yes,yes,10
73,Asking Billionaires How They Got RICH!,PN9Z4QH8X2w,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/073 - Asking Billionaires How They Got RICH! [PN9Z4QH8X2w].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/073 - Asking Billionaires How They Got RICH! [PN9Z4QH8X2w].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_73,lazyearn/school-of-hard-knocks/hard-knocks-interviews/073 - Asking Billionaires How They Got RICH! [PN9Z4QH8X2w].webm,yes,3586,9e4874dbbddaaaad827945c8398230122d82683043c98eca68c4b14360befb99,"00:13:28,393",yes,yes,yes,yes,yes,8
74,Young Entrepreneur Interviews Millionaire Justin Waller,6lmwLam3f4k,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/074 - Young Entrepreneur Interviews Millionaire Justin Waller [6lmwLam3f4k].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/074 - Young Entrepreneur Interviews Millionaire Justin Waller [6lmwLam3f4k].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_74,lazyearn/school-of-hard-knocks/hard-knocks-interviews/074 - Young Entrepreneur Interviews Millionaire Justin Waller [6lmwLam3f4k].webm,yes,2564,120f2fed7bedd87d489c00e9ced47959731bec8c7034393fe2a06072b4496720,"00:09:18,540",yes,yes,yes,yes,yes,2
75,Asking Salt Lake City Millionaires How They Got RICH!,90A-xjDipk4,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/075 - Asking Salt Lake City Millionaires How They Got RICH! [90A-xjDipk4].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/075 - Asking Salt Lake City Millionaires How They Got RICH! [90A-xjDipk4].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_75,lazyearn/school-of-hard-knocks/hard-knocks-interviews/075 - Asking Salt Lake City Millionaires How They Got RICH! [90A-xjDipk4].webm,yes,2848,b682342145e4025d6c25cede87012ffc0b7920117c577298620f8fe6d9f4f317,"00:11:56,120",yes,yes,yes,yes,yes,6
76,Asking Scottsdale Millionaires How They Got Rich,sExOe8q1QBc,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/076 - Asking Scottsdale Millionaires How They Got Rich [sExOe8q1QBc].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/076 - Asking Scottsdale Millionaires How They Got Rich [sExOe8q1QBc].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_76,lazyearn/school-of-hard-knocks/hard-knocks-interviews/076 - Asking Scottsdale Millionaires How They Got Rich [sExOe8q1QBc].webm,yes,4557,e544d5116f70e5f77fba4f7e4db24a03dae4b692ba9ae627ff40f5a2897e8d6f,"00:17:47,967",yes,yes,yes,yes,yes,8
77,Asking Supercar Owners How They Got RICH! (Florida),n7FLA5IZkWA,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/077 - Asking Supercar Owners How They Got RICH! (Florida) [n7FLA5IZkWA].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/077 - Asking Supercar Owners How They Got RICH! (Florida) [n7FLA5IZkWA].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_77,lazyearn/school-of-hard-knocks/hard-knocks-interviews/077 - Asking Supercar Owners How They Got RICH! (Florida) [n7FLA5IZkWA].webm,yes,3409,24386a7e56842c0554915bc32723abe4c7d493868d76f97e026e04071a9109f4,"00:13:37,378",yes,yes,yes,yes,yes,5
